debs_symbol,yahoo_ticker,exchange,resolved_via,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
855178.ETR,KMB,ETR,isin,Kimberly-Clark Corporation,Kimberly-Clark Corporation,Consumer Defensive,Household & Personal Products,United States,Dallas,USD,EQUITY,36991434752.0,36000.0,https://www.kimberly-clark.com,US4943681035
855225.ETR,ARW,ETR,isin,"Arrow Electronics, Inc.","Arrow Electronics, Inc.",Technology,Electronics & Computer Distribution,United States,Centennial,USD,EQUITY,10903290880.0,22230.0,https://www.arrow.com,US0427351004
855451.ETR,WMB,ETR,isin,"Williams Companies, Inc. (The)","The Williams Companies, Inc.",Energy,Oil & Gas Midstream,United States,Tulsa,USD,EQUITY,86576046080.0,5987.0,https://www.williams.com,US9694571004
855681.ETR,INTC,ETR,isin,Intel Corporation,Intel Corporation,Technology,Semiconductors,United States,Santa Clara,USD,EQUITY,462383448064.0,85100.0,https://www.intel.com,US4581401001
855686.ETR,DIS,ETR,isin,Walt Disney Company (The),The Walt Disney Company,Communication Services,Entertainment,United States,Burbank,USD,EQUITY,167833845760.0,175560.0,https://thewaltdisneycompany.com,US2546871060
855705.ETR,CS.PA,ETR,isin,AXA,AXA SA,Financial Services,Insurance - Diversified,France,Paris,EUR,EQUITY,92239077376.0,107756.0,https://www.axa.com,FR0000120628
855786.ETR,CMC,ETR,isin,Commercial Metals Company,Commercial Metals Company,Industrials,Metal Fabrication,United States,Irving,USD,EQUITY,7526879744.0,12690.0,https://www.cmc.com,US2017231034
855853.ETR,TFX,ETR,isin,Teleflex Incorporated,Teleflex Incorporated,Healthcare,Medical Instruments & Supplies,United States,Wayne,USD,EQUITY,5801611264.0,15500.0,https://www.teleflex.com,US8793691069
855950.ETR,PH,ETR,isin,Parker-Hannifin Corporation,Parker-Hannifin Corporation,Industrials,Specialty Industrial Machinery,United States,Cleveland,USD,EQUITY,124486352896.0,57950.0,https://www.parker.com,US7010941042
856050.ETR,SHW,ETR,isin,Sherwin-Williams Company (The),The Sherwin-Williams Company,Basic Materials,Specialty Chemicals,United States,Cleveland,USD,EQUITY,80716431360.0,64249.0,https://www.sherwin-williams.com,US8243481061
856243.ETR,TGT,ETR,isin,Target Corporation,Target Corporation,Consumer Defensive,Discount Stores,United States,Minneapolis,USD,EQUITY,63741177856.0,415000.0,https://corporate.target.com,US87612E1064
856331.ETR,WHR,ETR,isin,Whirlpool Corporation,Whirlpool Corporation,Consumer Cyclical,"Furnishings, Fixtures & Appliances",United States,Benton Harbor,USD,EQUITY,2439293952.0,41000.0,https://www.whirlpoolcorp.com,US9633201069
856632.ETR,MAS,ETR,isin,Masco Corporation,Masco Corporation,Industrials,Building Products & Equipment,United States,Livonia,USD,EQUITY,16372767744.0,18000.0,https://masco.com,US5745991068
856678.ETR,CLX,ETR,isin,Clorox Company (The),The Clorox Company,Consumer Defensive,Household & Personal Products,United States,Oakland,USD,EQUITY,11778949120.0,7600.0,https://www.thecloroxcompany.com,US1890541097
856958.ETR,MCD,ETR,isin,McDonald's Corporation,McDonald's Corporation,Consumer Cyclical,Restaurants,United States,Chicago,USD,EQUITY,192312623104.0,150000.0,https://www.mcdonalds.com,US5801351017
857209.ETR,TMO,ETR,isin,Thermo Fisher Scientific Inc,Thermo Fisher Scientific Inc.,Healthcare,Diagnostics & Research,United States,Waltham,USD,EQUITY,207933374464.0,125000.0,https://www.thermofisher.com,US8835561023
857463.ETR,ERIC-A.ST,ETR,isin,"Ericsson, Telefonab. L M ser. A",Telefonaktiebolaget LM Ericsson (publ),Technology,Communication Equipment,Sweden,Stockholm,SEK,EQUITY,309791621120.0,86536.0,https://www.ericsson.com,SE0000108649
857498.ETR,GWW,ETR,isin,"W.W. Grainger, Inc.","W.W. Grainger, Inc.",Industrials,Industrial Distribution,United States,Lake Forest,USD,EQUITY,66048790528.0,22100.0,https://www.grainger.com,US3848021040
857621.ETR,VFC,ETR,isin,V.F. Corporation,V.F. Corporation,Consumer Cyclical,Apparel Manufacturing,United States,Denver,USD,EQUITY,6716981760.0,14560.0,https://www.vfc.com,US9182041080
857675.ETR,BDX,ETR,isin,"Becton, Dickinson and Company","Becton, Dickinson and Company",Healthcare,Medical Instruments & Supplies,United States,Franklin Lakes,USD,EQUITY,43788881920.0,60000.0,https://www.bd.com,US0758871091
857760.ETR,SWKS,ETR,isin,"Skyworks Solutions, Inc.","Skyworks Solutions, Inc.",Technology,Semiconductors,United States,Irvine,USD,EQUITY,9541754880.0,10000.0,https://www.skyworksinc.com,US83088M1027
857949.ETR,WFC,ETR,isin,Wells Fargo & Company,Wells Fargo & Company,Financial Services,Banks - Diversified,United States,San Francisco,USD,EQUITY,264298528768.0,197466.0,https://www.wellsfargo.com,US9497461015
858144.ETR,UNP,ETR,isin,Union Pacific Corporation,Union Pacific Corporation,Industrials,Railroads,United States,Omaha,USD,EQUITY,177806802944.0,28716.0,https://www.up.com,US9078181081
858266.ETR,PSON.L,ETR,isin,PEARSON PLC ORD 25P,Pearson plc,Communication Services,Publishing,United Kingdom,London,GBp,EQUITY,7646291456.0,13665.0,https://plc.pearson.com,GB0006776081
858388.ETR,BAC,ETR,isin,Bank of America Corporation,Bank of America Corporation,Financial Services,Banks - Diversified,United States,Charlotte,USD,EQUITY,436026343424.0,211304.0,https://www.bankofamerica.com,US0605051046
858406.ETR,GPC,ETR,isin,Genuine Parts Company,Genuine Parts Company,Consumer Cyclical,Auto Parts,United States,Atlanta,USD,EQUITY,17604689920.0,65000.0,https://www.genpt.com,US3724601055
858415.ETR,MRSH,ETR,isin,Marsh,"Marsh & McLennan Companies, Inc.",Financial Services,Insurance Brokers,United States,New York,USD,EQUITY,87477592064.0,95000.0,https://www.corporate.marsh.com,US5717481023
858560.ETR,LLY,ETR,isin,Eli Lilly and Company,Eli Lilly and Company,Healthcare,Drug Manufacturers - General,United States,Indianapolis,USD,EQUITY,1067887099904.0,50000.0,https://www.lilly.com,US5324571083
858872.ETR,SAN.MC,ETR,isin,BANCO SANTANDER S.A.,"Banco Santander, S.A.",Financial Services,Banks - Diversified,Spain,Madrid,EUR,EQUITY,174902427648.0,185279.0,https://www.santander.com,ES0113900J37
859034.ETR,CVS,ETR,isin,CVS Health Corporation,CVS Health Corporation,Healthcare,Healthcare Plans,United States,Woonsocket,USD,EQUITY,136613535744.0,219000.0,https://www.cvshealth.com,US1266501006
859121.ETR,SYY,ETR,isin,Sysco Corporation,Sysco Corporation,Consumer Defensive,Food Distribution,United States,Houston,USD,EQUITY,40210370560.0,75000.0,https://www.sysco.com,US8718291078
859888.ETR,HAS,ETR,isin,"Hasbro, Inc.","Hasbro, Inc.",Consumer Cyclical,Leisure,United States,Pawtucket,USD,EQUITY,12820471808.0,4520.0,https://corporate.hasbro.com,US4180561072
859892.ETR,TER,ETR,isin,"Teradyne, Inc.","Teradyne, Inc.",Technology,Semiconductor Equipment & Materials,United States,North Reading,USD,EQUITY,52405616640.0,6600.0,https://www.teradyne.com,US8807701029
860180.ETR,SU.PA,ETR,isin,SCHNEIDER ELECTRIC SE,Schneider Electric S.E.,Industrials,Specialty Industrial Machinery,France,Rueil-Malmaison,EUR,EQUITY,148420689920.0,156399.0,https://www.se.com,FR0000121972
860408.ETR,BALL,ETR,isin,Ball Corporation,Ball Corporation,Consumer Cyclical,Packaging & Containers,United States,Westminster,USD,EQUITY,17218160640.0,16000.0,https://www.ball.com,US0584981064
860853.ETR,WMT,ETR,isin,Walmart Inc.,Walmart Inc.,Consumer Defensive,Discount Stores,United States,Bentonville,USD,EQUITY,889235701760.0,2100000.0,https://www.stock.walmart.com,US9311421039
861114.ETR,PCAR,ETR,isin,PACCAR Inc.,PACCAR Inc,Industrials,Farm & Heavy Construction Machinery,United States,Bellevue,USD,EQUITY,70227640320.0,25900.0,https://www.paccar.com,US6937181088
861149.ETR,RRTL.DE,ETR,isin,RTL GROUP S.A.                A,RTL Group S.A.,Communication Services,Broadcasting,Luxembourg,Luxembourg,EUR,EQUITY,5075563520.0,11931.0,https://rtl.com,LU0061462528
861219.ETR,ITW,ETR,isin,Illinois Tool Works Inc.,Illinois Tool Works Inc.,Industrials,Specialty Industrial Machinery,United States,Glenview,USD,EQUITY,81942716416.0,43000.0,https://www.itw.com,US4523081093
862485.ETR,ADI,ETR,isin,"Analog Devices, Inc.","Analog Devices, Inc.",Technology,Semiconductors,United States,Wilmington,USD,EQUITY,181142798336.0,24500.0,https://www.analog.com,US0326541051
862837.ETR,LUV,ETR,isin,Southwest Airlines Company,Southwest Airlines Co.,Industrials,Airlines,United States,Dallas,USD,EQUITY,22200268800.0,73456.0,https://www.southwest.com,US8447411088
863060.ETR,WDC,ETR,isin,Western Digital Corporation,Western Digital Corporation,Technology,Computer Hardware,United States,San Jose,USD,EQUITY,171624136704.0,40000.0,https://www.westerndigital.com,US9581021055
863186.ETR,AMD,ETR,isin,"Advanced Micro Devices, Inc.","Advanced Micro Devices, Inc.",Technology,Semiconductors,United States,Santa Clara,USD,EQUITY,807065747456.0,31000.0,https://www.amd.com,US0079031078
863533.ETR,GAP,ETR,isin,"Gap, Inc. (The)","The Gap, Inc.",Consumer Cyclical,Apparel Retail,United States,San Francisco,USD,EQUITY,7069986304.0,79000.0,https://www.gapinc.com,US3647601083
863582.ETR,MTB,ETR,isin,M&T Bank Corporation,M&T Bank Corporation,Financial Services,Banks - Regional,United States,Buffalo,USD,EQUITY,35983962112.0,21662.0,https://www.mtb.com,US55261F1049
864330.ETR,WST,ETR,isin,"West Pharmaceutical Services, I","West Pharmaceutical Services, Inc.",Healthcare,Medical Instruments & Supplies,United States,Exton,USD,EQUITY,23311970304.0,10800.0,https://www.westpharma.com,US9553061055
864371.ETR,CHD,ETR,isin,"Church & Dwight Company, Inc.","Church & Dwight Co., Inc.",Consumer Defensive,Household & Personal Products,United States,Ewing,USD,EQUITY,23386333184.0,5550.0,https://www.churchdwight.com,US1713401024
864777.ETR,STT,ETR,isin,State Street Corporation,State Street Corporation,Financial Services,Asset Management,United States,Boston,USD,EQUITY,50726576128.0,51503.0,https://www.statestreet.com,US8574771031
864952.ETR,SYK,ETR,isin,Stryker Corporation,Stryker Corporation,Healthcare,Medical Devices,United States,Portage,USD,EQUITY,129092902912.0,56000.0,https://www.stryker.com,US8636671013
865177.ETR,AMAT,ETR,isin,"Applied Materials, Inc.","Applied Materials, Inc.",Technology,Semiconductor Equipment & Materials,United States,Santa Clara,USD,EQUITY,410389708800.0,36400.0,https://www.appliedmaterials.com,US0382221051
865406.ETR,BIO,ETR,isin,"Bio-Rad Laboratories, Inc.","Bio-Rad Laboratories, Inc.",Healthcare,Medical Devices,United States,Hercules,USD,EQUITY,8467637248.0,7450.0,https://www.bio-rad.com,US0905722072
865857.ETR,CSX,ETR,isin,CSX Corporation,CSX Corporation,Industrials,Railroads,United States,Jacksonville,USD,EQUITY,95958196224.0,22200.0,https://www.csx.com,US1264081035
865884.ETR,KLAC,ETR,isin,KLA Corporation,KLA Corporation,Technology,Semiconductor Equipment & Materials,United States,Milpitas,USD,EQUITY,265644130304.0,15000.0,https://www.kla.com,US4824801009
865985.ETR,AAPL,ETR,isin,Apple Inc.,Apple Inc.,Technology,Consumer Electronics,United States,Cupertino,USD,EQUITY,4948317175808.0,166000.0,https://www.apple.com,US0378331005
866131.ETR,BA.L,ETR,isin,BAE SYSTEMS PLC ORD 2.5P,BAE Systems plc,Industrials,Aerospace & Defense,United Kingdom,London,GBp,EQUITY,59929559040.0,111400.0,https://www.baesystems.com,GB0002634946
866197.ETR,DHR,ETR,isin,Danaher Corporation,Danaher Corporation,Healthcare,Diagnostics & Research,United States,Washington,USD,EQUITY,138136764416.0,58000.0,https://www.danaher.com,US2358511028
866671.ETR,BBD-B.TO,ETR,isin,"BOMBARDIER INC., CL. B, SV",Bombardier Inc.,Industrials,Aerospace & Defense,Canada,Dorval,CAD,EQUITY,36838031360.0,18000.0,https://www.bombardier.com,CA0977512007
866953.ETR,HD,ETR,isin,"Home Depot, Inc. (The)","The Home Depot, Inc.",Consumer Cyclical,Home Improvement Retail,United States,Atlanta,USD,EQUITY,335120924672.0,470000.0,https://www.homedepot.com,US4370761029
866993.ETR,NKE,ETR,isin,"Nike, Inc.","NIKE, Inc.",Consumer Cyclical,Footwear & Accessories,United States,Beaverton,USD,EQUITY,62514634752.0,73000.0,https://www.nike.com,US6541061031
867028.ETR,NSC,ETR,isin,Norfolk Southern Corporation,Norfolk Southern Corporation,Industrials,Railroads,United States,Atlanta,USD,EQUITY,77119283200.0,19300.0,https://www.norfolksouthern.com,US6558441084
867475.ETR,DG.PA,ETR,isin,VINCI,Vinci SA,Industrials,Engineering & Construction,France,Nanterre,EUR,EQUITY,65760399360.0,292101.0,https://www.vinci.com,FR0000125486
867622.ETR,HBAN,ETR,isin,Huntington Bancshares Incorpora,Huntington Bancshares Incorporated,Financial Services,Banks - Regional,United States,Columbus,USD,EQUITY,34670317568.0,26407.0,https://www.huntington.com,US4461501045
867679.ETR,PNC,ETR,isin,"PNC Financial Services Group, I","The PNC Financial Services Group, Inc.",Financial Services,Banks - Regional,United States,Pittsburgh,USD,EQUITY,99606355968.0,55704.0,https://www.pnc.com,US6934751057
867900.ETR,AMGN,ETR,isin,Amgen Inc.,Amgen Inc.,Healthcare,Drug Manufacturers - General,United States,Thousand Oaks,USD,EQUITY,203070652416.0,31500.0,https://www.amgen.com,US0311621009
868284.ETR,PAYX,ETR,isin,"Paychex, Inc.","Paychex, Inc.",Technology,Software - Application,United States,Rochester,USD,EQUITY,41074257920.0,17600.0,https://www.paychex.com,US7043261079
868402.ETR,VZ,ETR,isin,Verizon Communications Inc.,Verizon Communications Inc.,Communication Services,Telecom Services,United States,New York,USD,EQUITY,197587451904.0,97600.0,https://www.verizon.com,US92343V1044
868746.ETR,ATO,ETR,isin,Atmos Energy Corporation,Atmos Energy Corporation,Utilities,Utilities - Regulated Gas,United States,Dallas,USD,EQUITY,29748451328.0,5487.0,https://www.atmosenergy.com,US0495601058
868891.ETR,GNTX,ETR,isin,Gentex Corporation,Gentex Corporation,Consumer Cyclical,Auto Parts,United States,Zeeland,USD,EQUITY,4880856064.0,6398.0,https://www.gentex.com,US3719011096
869020.ETR,MU,ETR,isin,"Micron Technology, Inc.","Micron Technology, Inc.",Technology,Semiconductors,United States,Boise,USD,EQUITY,1016679759872.0,53000.0,https://www.micron.com,US5951121038
869353.ETR,KEY,ETR,isin,KeyCorp,KeyCorp,Financial Services,Banks - Regional,United States,Cleveland,USD,EQUITY,24131508224.0,17493.0,https://www.key.com,US4932671088
869561.ETR,UNH,ETR,isin,UnitedHealth Group Incorporated,UnitedHealth Group Incorporated,Healthcare,Healthcare Plans,United States,Eden Prairie,USD,EQUITY,379277443072.0,390000.0,https://www.unitedhealthgroup.com,US91324P1021
869686.ETR,LRCX.MX,ETR,isin,LAM RESEARCH CORP,Lam Research Corporation,Technology,Semiconductor Equipment & Materials,United States,Fremont,MXN,EQUITY,6253067632640.0,20600.0,https://www.lamresearch.com,US5128071082
869964.ETR,ADSK,ETR,isin,"Autodesk, Inc.","Autodesk, Inc.",Technology,Software - Application,United States,San Francisco,USD,EQUITY,47699824640.0,14300.0,https://www.autodesk.com,US0527691069
870053.ETR,ROST,ETR,isin,"Ross Stores, Inc.","Ross Stores, Inc.",Consumer Cyclical,Apparel Retail,United States,Dublin,USD,EQUITY,78062075904.0,111000.0,https://www.rossstores.com,US7782961038
870153.ETR,HON,ETR,isin,Honeywell International Inc.,Honeywell International Inc.,Industrials,Conglomerates,United States,Charlotte,USD,EQUITY,77888004096.0,101000.0,https://www.honeywell.com,US4385161066
870315.ETR,BEN,ETR,isin,"Franklin Resources, Inc.","Franklin Resources, Inc.",Financial Services,Asset Management,United States,San Mateo,USD,EQUITY,17262346240.0,10000.0,https://www.franklinresources.com,US3546131018
870625.ETR,TSN,ETR,isin,"Tyson Foods, Inc.","Tyson Foods, Inc.",Consumer Defensive,Farm Products,United States,Springdale,USD,EQUITY,21377775616.0,133000.0,https://www.tysonfoods.com,US9024941034
870737.ETR,NOKIA.HE,ETR,isin,Nokia Corporation,Nokia Oyj,Technology,Communication Equipment,Finland,Espoo,EUR,EQUITY,44894740480.0,78005.0,https://www.nokia.com,FI0009000681
870747.ETR,MSFT,ETR,isin,Microsoft Corporation,Microsoft Corporation,Technology,Software - Infrastructure,United States,Redmond,USD,EQUITY,2890404200448.0,228000.0,https://www.microsoft.com,US5949181045
870967.ETR,TROW,ETR,isin,"T. Rowe Price Group, Inc.","T. Rowe Price Group, Inc.",Financial Services,Asset Management,United States,Baltimore,USD,EQUITY,25542721536.0,7507.0,https://www.troweprice.com,US74144T1088
871004.ETR,STERV.HE,ETR,isin,Stora Enso Oyj R,Stora Enso Oyj,Consumer Cyclical,Packaging & Containers,Finland,Helsinki,EUR,EQUITY,7594410496.0,19000.0,https://www.storaenso.com,FI0009005961
871394.ETR,HOG,ETR,isin,"Harley-Davidson, Inc.","Harley-Davidson, Inc.",Consumer Cyclical,Recreational Vehicles,United States,Milwaukee,USD,EQUITY,2609601280.0,5500.0,https://www.harley-davidson.com,US4128221086
871460.ETR,ORCL,ETR,isin,Oracle Corporation,Oracle Corporation,Technology,Software - Infrastructure,United States,Austin,USD,EQUITY,345368494080.0,141000.0,https://www.oracle.com,US68389X1054
871706.ETR,OMC,ETR,isin,Omnicom Group Inc.,Omnicom Group Inc.,Communication Services,Advertising Agencies,United States,New York,USD,EQUITY,23487363072.0,120000.0,https://www.omc.com,US6819191064
871784.ETR,LLOY.L,ETR,isin,LLOYDS BANKING GROUP PLC ORD 10,Lloyds Banking Group plc,Financial Services,Banks - Regional,United Kingdom,London,GBp,EQUITY,65659731968.0,60061.0,https://www.lloydsbankinggroup.com,GB0008706128
871918.ETR,STZ,ETR,isin,"Constellation Brands, Inc.","Constellation Brands, Inc.",Consumer Defensive,Beverages - Brewers,United States,Rochester,USD,EQUITY,22155034624.0,9400.0,https://www.cbrands.com,US21036P1084
871981.ETR,ADBE,ETR,isin,Adobe Inc.,Adobe Inc.,Technology,Software - Application,United States,San Jose,USD,EQUITY,94505623552.0,31360.0,https://www.adobe.com,US00724F1012
872087.ETR,SGO.PA,ETR,isin,SAINT GOBAIN,Compagnie de Saint-Gobain S.A.,Industrials,Building Products & Equipment,France,Courbevoie,EUR,EQUITY,37064884224.0,155544.0,https://www.saint-gobain.com,FR0000125007
872318.ETR,HM-B.ST,ETR,isin,"Hennes & Mauritz AB, H & M ser.",H & M Hennes & Mauritz AB (publ),Consumer Cyclical,Apparel Manufacturing,Sweden,Stockholm,SEK,EQUITY,272181592064.0,63292.0,https://hmgroup.com,SE0000106270
873403.ETR,GLE.PA,ETR,isin,SOCIETE GENERALE,Société Générale Société anonyme,Financial Services,Banks - Regional,France,Paris,EUR,EQUITY,56765247488.0,110000.0,https://www.societegenerale.com,FR0000130809
873567.ETR,CDNS,ETR,isin,"Cadence Design Systems, Inc.","Cadence Design Systems, Inc.",Technology,Software - Application,United States,San Jose,USD,EQUITY,93394051072.0,15110.0,https://www.cadence.com,US1273871087
874171.ETR,SCHW,ETR,isin,Charles Schwab Corporation (The,The Charles Schwab Corporation,Financial Services,Capital Markets,United States,Westlake,USD,EQUITY,181183135744.0,33700.0,https://www.aboutschwab.com,US8085131055
874341.ETR,OMV.VI,ETR,isin,OMV AG,OMV Aktiengesellschaft,Energy,Oil & Gas Integrated,Austria,Vienna,EUR,EQUITY,20195766272.0,16056.0,https://www.omv.com,AT0000743059
875272.ETR,EXPD,ETR,isin,Expeditors International of Was,"Expeditors International of Washington, Inc.",Industrials,Integrated Freight & Logistics,United States,Bellevue,USD,EQUITY,22409752576.0,20361.0,https://www.expeditors.com,US3021301094
875773.ETR,BBVA.MC,ETR,isin,BANCO BILBAO VIZCAYA ARGENTARIA,"Banco Bilbao Vizcaya Argentaria, S.A.",Financial Services,Banks - Diversified,Spain,Bilbao,EUR,EQUITY,127965609984.0,123193.0,https://www.bbva.com,ES0113211835
876845.ETR,REP.MC,ETR,isin,"REPSOL,  S.A.","Repsol, S.A.",Energy,Oil & Gas Integrated,Spain,Madrid,EUR,EQUITY,28046465024.0,24881.0,https://www.repsol.com,ES0173516115
876872.ETR,FMCC,ETR,isin,Freddie Mac,Federal Home Loan Mortgage Corporation,Financial Services,Mortgage Finance,United States,McLean,USD,EQUITY,3627332352.0,7334.0,https://www.freddiemac.com,US3134003017
877738.ETR,VER.VI,ETR,isin,VERBUND AG Kat. A,VERBUND AG,Utilities,Utilities - Renewable,Austria,Vienna,EUR,EQUITY,20184850432.0,4536.0,https://www.verbund.com,AT0000746409
877961.ETR,EOG,ETR,isin,"EOG Resources, Inc.","EOG Resources, Inc.",Energy,Oil & Gas E&P,United States,Houston,USD,EQUITY,74733109248.0,3400.0,https://www.eogresources.com,US26875P1012
878279.ETR,EVN.VI,ETR,isin,EVN AG,EVN AG,Utilities,Utilities - Diversified,Austria,Maria Enzersdorf,EUR,EQUITY,5286775296.0,7672.0,https://www.evn.at,AT0000741053
878372.ETR,EA,ETR,isin,Electronic Arts Inc.,Electronic Arts Inc.,Communication Services,Electronic Gaming & Multimedia,United States,Redwood City,USD,EQUITY,52424613888.0,14600.0,https://www.ea.com,US2855121099
878841.ETR,CSCO,ETR,isin,"Cisco Systems, Inc.","Cisco Systems, Inc.",Technology,Communication Equipment,United States,San Jose,USD,EQUITY,451570171904.0,86200.0,https://www.cisco.com,US17275R1023
880205.ETR,CTAS,ETR,isin,Cintas Corporation,Cintas Corporation,Industrials,Specialty Business Services,United States,Cincinnati,USD,EQUITY,84423016448.0,,https://www.cintas.com,US1729081059
880883.ETR,MGM,ETR,isin,MGM Resorts International,MGM Resorts International,Consumer Cyclical,Resorts & Casinos,United States,Las Vegas,USD,EQUITY,11845911552.0,60000.0,https://www.mgmresorts.com,US5529531015
881535.ETR,REGN,ETR,isin,"Regeneron Pharmaceuticals, Inc.","Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,United States,Tarrytown,USD,EQUITY,69945458688.0,15343.0,https://www.regeneron.com,US75886F1075
881793.ETR,FISV,ETR,isin,"Fiserv, Inc.","Fiserv, Inc.",,,,,USD,EQUITY,27894515712.0,,,US3377381088
881905.ETR,SSE.L,ETR,isin,SSE PLC ORD 50P,SSE plc,Utilities,Utilities - Diversified,United Kingdom,Perth,GBp,EQUITY,28456462336.0,15197.0,https://www.sse.com,GB0007908733
882177.ETR,AES,ETR,isin,The AES Corporation,The AES Corporation,Utilities,Utilities - Diversified,United States,Arlington,USD,EQUITY,10576129024.0,8336.0,https://www.aes.com,US00130H1059
882578.ETR,ZBRA,ETR,isin,Zebra Technologies Corporation,Zebra Technologies Corporation,Technology,Communication Equipment,United States,Lincolnshire,USD,EQUITY,12603319296.0,10700.0,https://www.zebra.com,US9892071054
882749.ETR,APH,ETR,isin,Amphenol Corporation,Amphenol Corporation,Technology,Electronic Components,United States,Wallingford,USD,EQUITY,183649402880.0,170000.0,https://www.amphenol.com,US0320951017
882807.ETR,VRTX,ETR,isin,Vertex Pharmaceuticals Incorpor,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,United States,Boston,USD,EQUITY,121572794368.0,6400.0,https://www.vrtx.com,US92532F1003
883121.ETR,QCOM,ETR,isin,QUALCOMM Incorporated,QUALCOMM Incorporated,Technology,Semiconductors,United States,San Diego,USD,EQUITY,179222151168.0,52000.0,https://www.qualcomm.com,US7475251036
883703.ETR,SNPS,ETR,isin,"Synopsys, Inc.","Synopsys, Inc.",Technology,Software - Infrastructure,United States,Sunnyvale,USD,EQUITY,74483539968.0,28000.0,https://www.synopsys.com,US8716071076
884113.ETR,BSX,ETR,isin,Boston Scientific Corporation,Boston Scientific Corporation,Healthcare,Medical Devices,United States,Marlborough,USD,EQUITY,67644022784.0,59000.0,https://www.bostonscientific.com,US1011371077
884437.ETR,SBUX,ETR,isin,Starbucks Corporation,Starbucks Corporation,Consumer Cyclical,Restaurants,United States,Seattle,USD,EQUITY,118129901568.0,381000.0,https://www.starbucks.com,US8552441094
885069.ETR,RDN,ETR,isin,Radian Group Inc.,Radian Group Inc.,Financial Services,Insurance - Specialty,United States,Wayne,USD,EQUITY,5183373312.0,900.0,https://www.radian.com,US7502361014
885823.ETR,GILD,ETR,isin,"Gilead Sciences, Inc.","Gilead Sciences, Inc.",Healthcare,Drug Manufacturers - General,United States,Foster City,USD,EQUITY,162049703936.0,17000.0,https://www.gilead.com,US3755581036
885836.ETR,MS,ETR,isin,Morgan Stanley,Morgan Stanley,Financial Services,Capital Markets,United States,New York,USD,EQUITY,337288331264.0,82944.0,https://www.morganstanley.com,US6174464486
886053.ETR,INTU,ETR,isin,Intuit Inc.,Intuit Inc.,Technology,Software - Application,United States,Mountain View,USD,EQUITY,83130630144.0,18200.0,https://www.intuit.com,US4612021034
886105.ETR,MCHP,ETR,isin,Microchip Technology Incorporat,Microchip Technology Incorporated,Technology,Semiconductors,United States,Chandler,USD,EQUITY,42300354560.0,17900.0,https://www.microchip.com,US5950171042
886429.ETR,ALL,ETR,isin,Allstate Corporation (The),The Allstate Corporation,Financial Services,Insurance - Property & Casualty,United States,Northbrook,USD,EQUITY,67256365056.0,53000.0,https://www.allstate.com,US0200021014
886455.ETR,AZN.L,ETR,isin,ASTRAZENECA PLC ORD SHS $0.25,AstraZeneca PLC,Healthcare,Drug Manufacturers - General,United Kingdom,Cambridge,GBp,EQUITY,198419185664.0,96100.0,https://www.astrazeneca.com,GB0009895292
886670.ETR,RMS.PA,ETR,isin,HERMES INTL,Hermès International Société en commandite par actions,Consumer Cyclical,Luxury Goods,France,Paris,EUR,EQUITY,174496514048.0,25414.0,https://finance.hermes.com,FR0000052292
887320.ETR,BWA,ETR,isin,BorgWarner Inc.,BorgWarner Inc.,Consumer Cyclical,Auto Parts,United States,Auburn Hills,USD,EQUITY,13061720064.0,37500.0,https://www.borgwarner.com,US0997241064
887629.ETR,EIX,ETR,isin,Edison International,Edison International,Utilities,Utilities - Regulated Electric,United States,Rosemead,USD,EQUITY,30260195328.0,13725.0,https://www.edison.com,US2810201077
887771.ETR,BNP.PA,ETR,isin,BNP PARIBAS ACT.A,BNP Paribas SA,Financial Services,Banks - Regional,France,Paris,EUR,EQUITY,118433759232.0,180000.0,https://group.bnpparibas,FR0000131104
887891.ETR,FAST,ETR,isin,Fastenal Company,Fastenal Company,Industrials,Industrial Distribution,United States,Winona,USD,EQUITY,54666784768.0,22230.0,https://www.fastenal.com,US3119001044
888024.ETR,ISRG,ETR,isin,"Intuitive Surgical, Inc.","Intuitive Surgical, Inc.",Healthcare,Medical Instruments & Supplies,United States,Sunnyvale,USD,EQUITY,127844352000.0,17021.0,https://www.intuitive.com,US46120E6023
888210.ETR,IDXX,ETR,isin,"IDEXX Laboratories, Inc.","IDEXX Laboratories, Inc.",Healthcare,Diagnostics & Research,United States,Westbrook,USD,EQUITY,43874725888.0,11000.0,https://www.idexx.com,US45168D1046
888282.ETR,AGCO,ETR,isin,AGCO Corporation,AGCO Corporation,Industrials,Farm & Heavy Construction Machinery,United States,Duluth,USD,EQUITY,8706401280.0,22000.0,https://www.agcocorp.com,US0010841023
888346.ETR,DDD,ETR,isin,3D Systems Corporation,3D Systems Corporation,Technology,Computer Hardware,United States,Rock Hill,USD,EQUITY,429585536.0,1418.0,https://www.3dsystems.com,US88554D2053
888351.ETR,COST,ETR,isin,Costco Wholesale Corporation,Costco Wholesale Corporation,Consumer Defensive,Discount Stores,United States,Issaquah,USD,EQUITY,422005571584.0,341000.0,https://www.costco.com,US22160K1051
