# DEBS 2022 Grand Challenge Data Set Trading Data (c) Infront Financial Technology GmbH
#
# Source: https://doi.org/10.5281/zenodo.6382482
#
# DEBS 2022 Grand Challenge Data Set Trading Data is licensed under the Creative Commons Attribution-NonCommercial-ShareAlike 4.0 International License
#
# See http://creativecommons.org/licenses/by-nc-sa/4.0/ for details.
#
# By downloading and using this data you agree to the terms and conditions of the licensing agreement.
#
# Please find more details on https://2022.debs.org/call-for-grand-challenge-solutions/ and in the official DEBS 2022 Grand Challenge paper which is part of the conference proceedings
ID,SecType,Date,Time,Ask,Ask volume,Bid,Bid volume,Ask time,Day's high ask,Close,Currency,Day's high ask time,Day's high,ISIN,Auction price,Day's low ask,Day's low,Day's low ask time,Open,Nominal value,Last,Last volume,Trading time,Total volume,Mid price,Trading date,Profit,Current price,Related indices,Day high bid time, Day low bid time,Open Time, Last trade time, Close Time, Day high Time, Day low Time,Bid time,Auction Time
#'Unique ID','Security Type (E)quity/(I)ndex', 'System date for last received update','System time for last received update','Price of best ask order','Volume of best ask order','Price of best bid order','Volume of best bid order','Time of last ask','Day's high ask','Closing price','Currency (according to ISO 4217)','Day's high ask time','Day's high','ISIN (International Securities Identification Number)','Price at midday's auction','Lowest ask price of the current day','Lowest price of the current day','Time of lowest ask price of the current day','First price of current trading day','Nominal Value','Last trade price','Last trade volume','Time of last update (bid/ask/trade) ','Cumulative volume for current trading day','Mid price (between bid and ask)','Date of last trade','Profit','Current price','Related indices','Days high bid time', 'Days low bid time','Time of open price', 'Time of last trade', 'Time of closing price', 'Time of days high', 'Time of days low',Time of last bid update,Time when last auction price was made
A0HN5C.ETR,E,13-11-2021,01:01:23.126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A0HN5C.ETR,E,13-11-2021,01:01:23.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGFI.FR,E,13-11-2021,01:02:03.254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SGFI.FR,E,13-11-2021,01:02:03.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRP.NL,E,13-11-2021,01:02:21.166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NRP.NL,E,13-11-2021,01:02:21.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1JWVX.ETR,E,13-11-2021,01:03:36.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A1W6XZ.ETR,E,13-11-2021,01:05:52.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852009.ETR,E,13-11-2021,01:15:11.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FREN4.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
INC2U.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
CBOT.FR,E,13-11-2021,02:00:00.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
LC1EP.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
IEMIM.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
IEUCO.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
ICEUU.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
IDECD.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
GALIM.FR,E,13-11-2021,08:06:31.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
I2GS.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
INMGT.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
QDT.FR,E,13-11-2021,10:44:36.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
INDAX.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
MLCMI.FR,E,13-11-2021,05:14:08.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
FB2.FR,E,13-11-2021,00:00:00.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
C4EWD.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
GPE.FR,E,13-11-2021,02:00:00.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
CS.FR,E,13-11-2021,05:14:08.000,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
IHPJP.FR,I,13-11-2021,00:00:00.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NVD3.FR,E,13-11-2021,09:12:16.665,0.000000,0,0.000000,0,,0.000000,0.000000,,,0.000000,,,0.000000,0.000000,,0.000000,,0.000000,0,00:00:00.000,0,,13-11-2021,,,,,,,00:00:00.000,00:00:00.000,,,,,
IV60D.FR,I,13-11-2021,00:00:00.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
IMVUS.FR,I,13-11-2021,05:13:06.000,,,,,,,0.000000,,,0.000000,,,,0.000000,,0.000000,,0.000000,,00:00:00.000,,,,,,,,,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,00:00:00.000,,,
