debs_symbol,yahoo_ticker,exchange,status,shortName,longName,sector,industry,country,city,currency,quoteType,marketCap,fullTimeEmployees,website,isin_yf
A1EX10.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX101
A1EX11.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX119
A1EMG5.ETR,WIG1.F,ETR,ok_isin,SPORTTOTAL AG                 I,Sporttotal AG,Communication Services,Entertainment,Germany,Cologne,EUR,EQUITY,70849,100,https://www.sporttotal.com,DE000A1EMG56
A1EX12.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX127
A1EX15.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX150
A1EX1W.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX1W3
A1EX1X.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX1X1
A1EX1Y.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX1Y9
A1EX1Z.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX1Z6
A1EXB4.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXB41
A1EXB5.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXB58
A1EX2B.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EX2B5
A1EXB1.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXB17
A1EXCG.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCG3
A1EXCM.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCM1
A1EXCN.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCN9
A1EXCK.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCK5
A1EXB6.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXB66
A1EXCB.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCB4
A1EXB7.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXB74
A1EXEU.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXEU0
A1EXCQ.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCQ2
A1EXET.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXET2
A1EXCR.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXCR0
A1EXH5.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXH52
A1EXH4.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXH45
A1EXL6.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXL64
A1EXJA.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXJA1
A1EXFX.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXFX1
A1EXK5.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXK57
A1EXLF.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXLF6
A1EXK6.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXK65
A1EXNR.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXNR7
A1EXNQ.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXNQ9
A1EXLD.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXLD1
A1EXLC.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXLC3
A1EXK7.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXK73
A1EXQ1.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQ10
A1EXQ8.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQ85
A1EXQW.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQW0
A1EXQU.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQU4
A1EXNS.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXNS5
A1EXQP.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQP4
A1EXQ6.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXQ69
A1EXUG.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXUG5
A1EXUJ.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXUJ9
A1EXUL.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXUL5
A1EXUE.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXUE0
A1EXUF.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXUF7
A1EXW5.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXW53
A1EXW6.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXW61
A1EXZW.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXZW1
A1EXWH.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXWH9
A1EXZV.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXZV3
A1EXZS.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXZS9
A1H6AJ.ETR,IAG.L,ETR,ok_isin,INTERNATIONAL CONSOLIDATED AIRL,International Consolidated Airlines Group S.A.,Industrials,Airlines,United Kingdom,Harmondsworth,GBp,EQUITY,19539122176,54620,https://www.iairgroup.com,ES0177542018
A1H81M.ETR,SREN.SW,ETR,ok_isin,SWISS RE N,Swiss Re AG,Financial Services,Insurance - Reinsurance,Switzerland,Zurich,CHF,EQUITY,40020586496,13806,https://www.swissre.com,CH0126881561
A1EXZX.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1EXZX9
A1H92V.ETR,C,ETR,ok_isin,"Citigroup, Inc.",Citigroup Inc.,Financial Services,Banks - Diversified,United States,New York,USD,EQUITY,223261966336,219000,https://www.citigroup.com,US1729674242
A1H8BV.ETR,NOEJ.F,ETR,ok_isin,NORMA Group SE                N,NORMA Group SE,Industrials,Metal Fabrication,Germany,Maintal,EUR,EQUITY,512169952,4687,https://www.normagroup.com,DE000A1H8BV3
A1H6GK.ETR,KMI,ETR,ok_isin,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",Energy,Oil & Gas Midstream,United States,Houston,USD,EQUITY,70638223360,11028,https://www.kindermorgan.com,US49456B1017
A1H81L.ETR,RR.L,ETR,ok_isin,ROLLS-ROYCE HOLDINGS PLC ORD SH,Rolls-Royce Holdings plc,Industrials,Aerospace & Defense,United Kingdom,London,GBp,EQUITY,117154291712,43162,https://www.rolls-royce.com,GB00B63H8491
A1J4U4.ETR,ASML.AS,ETR,ok_isin,ASML HOLDING,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,Veldhoven,EUR,EQUITY,535589060608,43938,https://www.asml.com,NL0010273215
A1J5RX.ETR,O2D.HM,ETR,ok_isin,TELEFONICA DTLD HLDG NA,Telefónica Deutschland Holding AG,Communication Services,Telecom Services,Germany,Munich,EUR,EQUITY,5770636800,7255,https://www.telefonica.de,DE000A1J5RX9
A1J6Y4.ETR,FANG,ETR,ok_isin,"Diamondback Energy, Inc.","Diamondback Energy, Inc.",Energy,Oil & Gas E&P,United States,Midland,USD,EQUITY,55081148416,1762,https://www.diamondbackenergy.com,US25278X1090
A1H9GN.ETR,PTC,ETR,ok_isin,PTC Inc.,PTC Inc.,Technology,Software - Application,United States,Boston,USD,EQUITY,14462480384,7000,https://www.ptc.com,US69370C1009
A1J84E.ETR,ABBV,ETR,ok_isin,AbbVie Inc.,AbbVie Inc.,Healthcare,Drug Manufacturers - General,United States,North Chicago,USD,EQUITY,453906759680,57000,https://www.abbvie.com,US00287Y1091
A1J0EV.ETR,DUK,ETR,ok_isin,Duke Energy Corporation (Holdin,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,United States,Charlotte,USD,EQUITY,100435386368,26441,https://www.duke-energy.com,US26441C2044
A1J4U0.ETR,MDLZ,ETR,ok_isin,"Mondelez International, Inc.","Mondelez International, Inc.",Consumer Defensive,Confectioners,United States,Chicago,USD,EQUITY,77879033856,91000,https://www.mondelezinternational.com,US6092071058
A1JC82.ETR,ENPH,ETR,ok_isin,"Enphase Energy, Inc.","Enphase Energy, Inc.",Technology,Solar,United States,Fremont,USD,EQUITY,5009650176,2872,https://www.enphase.com,US29355A1079
A1J85V.ETR,ASML,ETR,ok_isin,ASML Holding N.V. - New York Re,ASML Holding N.V.,Technology,Semiconductor Equipment & Materials,Netherlands,Veldhoven,USD,EQUITY,635785379840,43938,https://www.asml.com,USN070592100
A1JE0N.ETR,FBIN,ETR,ok_isin,"Fortune Brands Innovations, Inc","Fortune Brands Innovations, Inc.",Industrials,Building Products & Equipment,United States,Deerfield,USD,EQUITY,6141224960,10000,https://www.fbin.com,US34964C1062
A1JD3A.ETR,RL,ETR,ok_isin,Ralph Lauren Corporation,Ralph Lauren Corporation,Consumer Cyclical,Apparel Manufacturing,United States,New York,USD,EQUITY,22612639744,15600,https://www.ralphlauren.com,US7512121010
A1JA81.ETR,PLUG,ETR,ok_isin,"Plug Power, Inc.",Plug Power Inc.,Industrials,Electrical Equipment & Parts,United States,Slingerlands,USD,EQUITY,2873842176,2344,https://www.plugpower.com,US72919P2020
A1JADL.ETR,,ETR,isin_not_found,,,,,,,,,,,,NL0009767532
A1JFWK.ETR,MOS,ETR,ok_isin,Mosaic Company (The),The Mosaic Company,Basic Materials,Agricultural Inputs,United States,Tampa,USD,EQUITY,7100694528,13249,https://www.mosaicco.com,US61945C1036
A1JMBU.ETR,XYL,ETR,ok_isin,Xylem Inc.,Xylem Inc.,Industrials,Specialty Industrial Machinery,United States,Washington,USD,EQUITY,28561250304,22000,https://www.xylem.com,US98419M1009
A1JEXK.ETR,MPC,ETR,ok_isin,Marathon Petroleum Corporation,Marathon Petroleum Corporation,Energy,Oil & Gas Refining & Marketing,United States,Findlay,USD,EQUITY,91186413568,18500,https://www.marathonpetroleum.com,US56585A1025
A1JGT0.ETR,,ETR,isin_not_found,,,,,,,,,,,,MT0000580101
A1JJQC.ETR,PNL.AS,ETR,ok_isin,POSTNL,PostNL N.V.,Industrials,Integrated Freight & Logistics,Netherlands,The Hague,EUR,EQUITY,452725760,31531,https://www.postnl.nl,NL0009739416
A1JMFQ.ETR,,ETR,isin_not_found,,,,,,,,,,,,US98986T1088
A1JNDJ.ETR,VAC,ETR,ok_isin,Marriott Vacations Worldwide Co,Marriott Vacations Worldwide Corporation,Consumer Cyclical,Resorts & Casinos,United States,Orlando,USD,EQUITY,3395498752,21100,https://www.marriottvacationsworldwide.com,US57164Y1073
A1JPJY.ETR,,ETR,isin_not_found,,,,,,,,,,,,US1894641000
A1JS25.ETR,POST,ETR,ok_isin,"Post Holdings, Inc.","Post Holdings, Inc.",Consumer Defensive,Packaged Foods,United States,Saint Louis,USD,EQUITY,4138405120,13180,https://www.postholdings.com,US7374461041
A1JRLK.ETR,TRIP,ETR,ok_isin,"TripAdvisor, Inc.","Tripadvisor, Inc.",Consumer Cyclical,Travel Services,United States,Needham,USD,EQUITY,1661637504,2555,https://www.tripadvisor.com,US8969452015
A1JRLJ.ETR,EXPE,ETR,ok_isin,"Expedia Group, Inc.","Expedia Group, Inc.",Consumer Cyclical,Travel Services,United States,Seattle,USD,EQUITY,33410545664,16000,https://www.expediagroup.com,US30212P3038
A1JS7T.ETR,MUX.MX,ETR,ok_isin,MCEWEN INC,McEwen Inc.,Basic Materials,Other Precious Metals & Mining,Canada,Toronto,MXN,EQUITY,21207732224,1981,https://www.mcewenmining.com,US58039P1075
A1JUDY.ETR,MVIS,ETR,ok_isin,"Microvision, Inc.","MicroVision, Inc.",Technology,Scientific & Technical Instruments,United States,Redmond,USD,EQUITY,88788472,190,https://www.microvision.com,US5949603048
A1JSSD.ETR,AII.TO,ETR,ok_isin,ALMONTY INDUSTRIES INC,Almonty Industries Inc.,Basic Materials,Other Industrial Metals & Mining,United States,Dillon,CAD,EQUITY,5334346752,341,https://almonty.com,CA0203981034
A1JTC1.ETR,EZJ.L,ETR,ok_isin,EASYJET PLC ORD 27 2/7P,easyJet plc,Industrials,Airlines,United Kingdom,Luton,GBp,EQUITY,4609246720,19224,https://www.easyjet.com,GB00B7KR2P84
A1JU1D.ETR,MTSI,ETR,ok_isin,MACOM Technology Solutions Hold,"MACOM Technology Solutions Holdings, Inc.",Technology,Semiconductors,United States,Lowell,USD,EQUITY,20071890944,2000,https://www.macom.com,US55405Y1001
A1JWVX.ETR,META,ETR,ok_isin,"Meta Platforms, Inc.","Meta Platforms, Inc.",Communication Services,Internet Content & Information,United States,Menlo Park,USD,EQUITY,1507493412864,77986,https://www.meta.com,US30303M1027
A1JV4H.ETR,,ETR,isin_not_found,,,,,,,,,,,,US8486371045
A1JWQU.ETR,PSX,ETR,ok_isin,Phillips 66,Phillips 66,Energy,Oil & Gas Refining & Marketing,United States,Houston,USD,EQUITY,83322314752,12600,https://www.phillips66.com,US7185461040
A1JXTD.ETR,NWG.L,ETR,ok_isin,NATWEST GROUP PLC ORD 107.69P,NatWest Group plc,Financial Services,Banks - Regional,United Kingdom,Edinburgh,GBp,EQUITY,53383118848,53200,https://www.natwestgroup.com,GB00B7T77214
A1JYVT.ETR,SANM,ETR,ok_isin,Sanmina Corporation,Sanmina Corporation,Technology,Electronic Components,United States,San Jose,USD,EQUITY,11196566528,35000,https://www.sanmina.com,US8010561020
A1JX4P.ETR,NOW,ETR,ok_isin,"ServiceNow, Inc.","ServiceNow, Inc.",Technology,Software - Application,United States,Santa Clara,USD,EQUITY,109134471168,29187,https://www.servicenow.com,US81762P1021
A1JXCV.ETR,GYC.DE,ETR,ok_isin,Grand City Properties S.A.    A,Grand City Properties S.A.,Real Estate,Real Estate Services,Luxembourg,Luxembourg,EUR,EQUITY,1731315072,586,https://www.grandcityproperties.com,LU0775917882
A1K037.ETR,,ETR,isin_not_found,,,,,,,,,,,,DE000A1K0375
A1K03W.ETR,NXR.F,ETR,ok_isin,NeXR Technologies SE          I,NeXR Technologies SE,Technology,Computer Hardware,Germany,Berlin,EUR,EQUITY,37099,65,https://nexr-technologies.de,DE000A1K03W5
A1JZ0Q.ETR,PANW,ETR,ok_isin,"Palo Alto Networks, Inc.","Palo Alto Networks, Inc.",Technology,Software - Infrastructure,United States,Santa Clara,USD,EQUITY,258615803904,21491,https://www.paloaltonetworks.com,US6974351057
A1K023.ETR,SMHN.DE,ETR,ok_isin,SUSS MicroTec SE              N,SUSS MicroTec SE,Technology,Semiconductor Equipment & Materials,Germany,Garching bei Munchen,EUR,EQUITY,1356247424,1484,https://www.suss.com,DE000A1K0235
A1K020.ETR,GSC1.DE,ETR,ok_isin,GESCO SE                      N,Gesco SE,Industrials,Specialty Industrial Machinery,Germany,Wuppertal,EUR,EQUITY,136077072,1645,https://www.gesco.de,DE000A1K0201
A1KAGC.ETR,COLO-B.CO,ETR,ok_isin,Coloplast B A/S,Coloplast A/S,Healthcare,Medical Instruments & Supplies,Denmark,Humlebæk,DKK,EQUITY,96682360832,17083,https://www.coloplast.com,DK0060448595
A1KBYX.ETR,ZTS,ETR,ok_isin,Zoetis Inc.,Zoetis Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,United States,Parsippany,USD,EQUITY,32247027712,14500,https://www.zoetis.com,US98978V1035
A1ML7J.ETR,VNA.DE,ETR,ok_isin,Vonovia SE                    N,Vonovia SE,Real Estate,Real Estate Services,Germany,Bochum,EUR,EQUITY,18113878016,12898,https://www.vonovia.com,DE000A1ML7J1
A1MME7.ETR,NF4.F,ETR,ok_isin,Netfonds AG                   v,Netfonds AG,Financial Services,Financial Conglomerates,Germany,Hamburg,EUR,EQUITY,187564992,359,https://www.netfonds.de,DE000A1MME74
A1MMEV.ETR,PGH.DE,ETR,ok_isin,The Payments Group Hldg KGaA  N,SGT German Private Equity GmbH & Co. KGaA,Financial Services,Asset Management,Germany,Frankfurt am Main,EUR,EQUITY,2986800,3,https://www.sgt-germanpe.com,DE000A1MMEV4
A1RFMZ.ETR,SMWN.DE,ETR,ok_isin,SM Wirtschaftsberat.AG        N,SM Wirtschaftsberatungs AG,Real Estate,REIT - Diversified,Germany,Sindelfingen,EUR,EQUITY,17591600,6,https://www.smw-ag.de,DE000A1RFMZ1
A1MMCC.ETR,ILM1.DE,ETR,ok_isin,Medios AG                     I,Medios AG,Healthcare,Medical Distribution,Germany,Berlin,EUR,EQUITY,309639488,993,https://www.medios.ag,DE000A1MMCC8
A1TNNN.ETR,ACWN.F,ETR,ok_isin,A.S.CREATION TAPETEN NA,A.S. Création Tapeten AG,Consumer Cyclical,"Furnishings, Fixtures & Appliances",Germany,Gummersbach,EUR,EQUITY,20948268,607,https://www.as-creation.com,DE000A1TNNN5
A1T7LU.ETR,TMUS,ETR,ok_isin,"T-Mobile US, Inc.","T-Mobile US, Inc.",Communication Services,Telecom Services,United States,Bellevue,USD,EQUITY,190088151040,75000,https://www.t-mobile.com,US8725901040
A1PG50.ETR,FF24.F,ETR,ok_isin,Fast Finance 24 Holding AG    I,Fast Finance24 Holding AG,Financial Services,Credit Services,Germany,Berlin,EUR,EQUITY,1821424,2,https://www.fastfinance24.com,DE000A1PG508
A1PHBB.ETR,RSL2.F,ETR,ok_isin,R. Stahl AG                   N,R. STAHL AG,Industrials,Specialty Industrial Machinery,Germany,Waldenburg,EUR,EQUITY,87476680,1617,https://r-stahl.com,DE000A1PHBB5
A1PHFF.ETR,BOSS.DE,ETR,ok_isin,HUGO BOSS AG                  N,Hugo Boss AG,Consumer Cyclical,Apparel Manufacturing,Germany,Metzingen,EUR,EQUITY,2619163648,17046,https://www.hugoboss.com,DE000A1PHFF7
A1RFMY.ETR,RCMN.DE,ETR,ok_isin,RCM Beteiligungs AG           N,RCM Beteiligungs AG,Real Estate,Real Estate - Development,Germany,Sindelfingen,EUR,EQUITY,12260835,19,https://www.rcm-ag.de/,DE000A1RFMY4
A1TNV9.ETR,ADE.DE,ETR,ok_isin,Bitcoin Group SE              I,Bitcoin Group SE,Financial Services,Asset Management,Germany,Herford,EUR,EQUITY,118600000,30,https://www.bitcoingroup.com,DE000A1TNV91
A1W2MF.ETR,ALLY,ETR,ok_isin,Ally Financial Inc.,Ally Financial Inc.,Financial Services,Credit Services,United States,Detroit,USD,EQUITY,13287442432,10300,https://www.ally.com,US02005N1000
A1TNU6.ETR,SF3.DE,ETR,ok_isin,STS Group AG                  I,STS Group AG,Consumer Cyclical,Auto Parts,Germany,Hagen,EUR,EQUITY,18060000,1431,https://www.sts.group,DE000A1TNU68
A1W4ER.ETR,CHGG,ETR,ok_isin,"Chegg, Inc.","Chegg, Inc.",Consumer Defensive,Education & Training Services,United States,Santa Clara,USD,EQUITY,110346632,564,https://www.chegg.com,US1630921096
A1W2YK.ETR,BB.TO,ETR,ok_isin,BLACKBERRY LIMITED,BlackBerry Limited,Technology,Software - Infrastructure,Canada,Waterloo,CAD,EQUITY,6962872832,1749,https://www.blackberry.com,CA09228F1036
A1W5SA.ETR,VEEV,ETR,ok_isin,Veeva Systems Inc.,Veeva Systems Inc.,Healthcare,Health Information Services,United States,Pleasanton,USD,EQUITY,31588724736,7928,https://www.veeva.com,US9224751084
A1W58K.ETR,RNG,ETR,ok_isin,"Ringcentral, Inc.","RingCentral, Inc.",Technology,Software - Application,United States,Belmont,USD,EQUITY,4503207424,7378,https://www.ringcentral.com,US76680R2067
A1W6XZ.ETR,,ETR,isin_not_found,,,,,,,,,,,,US90184L1026
A1W8XE.ETR,SIRI,ETR,ok_isin,SiriusXM Holdings Inc.,Sirius XM Holdings Inc.,Communication Services,Entertainment,United States,New York,USD,EQUITY,10509274112,5119,https://www.siriusxm.com,US82968B1035
A1W5H0.ETR,ICE,ETR,ok_isin,Intercontinental Exchange Inc.,"Intercontinental Exchange, Inc.",Financial Services,Financial Data & Stock Exchanges,United States,Atlanta,USD,EQUITY,84108673024,12694,https://www.ice.com,US45866F1049
A1W5CT.ETR,LDOS,ETR,ok_isin,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",Technology,Information Technology Services,United States,Reston,USD,EQUITY,14459038720,50000,https://www.leidos.com,US5253271028
A1TNUT.ETR,DBAN.F,ETR,ok_isin,Deutsche Beteiligungs AG      N,Deutsche Beteiligungs AG,Financial Services,Asset Management,Germany,Frankfurt am Main,EUR,EQUITY,380803008,122,https://www.dbag.com,DE000A1TNUT7
